id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
gd-1009939831946,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009939831946,,Professional Aide,Michigan State University,"East Lansing, MI",2025-11-14,,direct_data,hourly,19.0,19.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE7795.htm,https://media.glassdoor.com/sql/7795/michigan-state-squarelogo.png,,,,,,,,,,,
gd-1009940287978,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009940287978,,Legal Operations Manager,Huron Law Group,,2025-11-14,,direct_data,yearly,70000.0,70000.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE1181531.htm,https://media.glassdoor.com/sql/1181531/huron-law-group-squarelogo-1683870975409.png,,,,,,,,,,,
gd-1009940194996,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009940194996,,AI / ML Engineer,Business Processing Solutions,"Philadelphia, PA",2025-11-14,,direct_data,yearly,105000.0,115000.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE134575.htm,https://media.glassdoor.com/sql/134575/lender-processing-services-squarelogo.png,,,,,,,,,,,
gd-1009940255118,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009940255118,,MUMPS Developer- Veterans Affairs,THUNDERYARD SOLUTIONS,,2025-11-14,,direct_data,yearly,120000.0,130000.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE4671647.htm,https://media.glassdoor.com/sql/4671647/thunderyard-solutions-squareLogo-1614355473517.png,,,,,,,,,,,
gd-1009938002012,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938002012,,Entry-Level Data Analyst,Benda Infotech,,2025-11-13,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE10278439.htm,,,,,,,,,,,,
gd-1009938047503,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938047503,,Revenue Operations Data Analyst,Redwood Software Inc.,,2025-11-13,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE489231.htm,https://media.glassdoor.com/sql/489231/redwood-software-squareLogo-1690907344019.png,,,,,,,,,,,
gd-1009938776693,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938776693,,Data Analyst - Junior,Technology Service Professionals,,2025-11-13,,direct_data,hourly,24.0,26.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE330025.htm,https://media.glassdoor.com/sql/330025/tsp-squarelogo-1587668646866.png,,,,,,,,,,,
gd-1009938660768,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938660768,,Data Analyst II (Contingent),Amazon,,2025-11-13,,direct_data,hourly,38.0,40.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE6036.htm,https://media.glassdoor.com/sql/6036/amazon-squarelogo-1552847650117.png,,,,,,,,,,,
gd-1009938943447,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938943447,,Part-Time Data Analyst,Little Priest Tribal College,,2025-11-13,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE128737.htm,https://media.glassdoor.com/sql/128737/little-priest-tribal-college-squarelogo-1472122981238.png,,,,,,,,,,,
gd-1009938806137,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938806137,,"Associate Manager, Catalog Data",eBay,"New York, NY",2025-11-13,,direct_data,yearly,60000.0,101500.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE7853.htm,https://media.glassdoor.com/sql/7853/ebay-squareLogo-1634568971326.png,,,,,,,,,,,
gd-1009937994461,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937994461,,Benefit & Data Analyst,Cranston EB,"Cranston, RI",2025-11-13,,,,,,,False,,,organic,,,,,,,,,,,,,,,,
gd-1009938934043,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938934043,,TA Data Analyst,"US AMR-Jones Lang LaSalle Americas, Inc.","Boise, ID",2025-11-13,,direct_data,yearly,65000.0,70000.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE5779.htm,https://media.glassdoor.com/sql/5779/jll-squarelogo-1530029668378.png,,,,,,,,,,,
gd-1009938978674,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938978674,,Senior Operations Data Analyst,TRILLIUM HEALTH RESOURCES,,2025-11-13,,direct_data,yearly,61681.0,81253.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE1489873.htm,https://media.glassdoor.com/sql/1489873/trillium-health-resources-squarelogo-1561474251750.png,,,,,,,,,,,
gd-1009938924636,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938924636,,GIS and Data Analyst,Green DOT Transportation Solutions,,2025-11-13,,direct_data,yearly,60000.0,90000.0,USD,True,,,organic,,,,,,,,,,,,,,,,
gd-1009938949102,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938949102,,High Touch Customer Success Manager - EST,Ashby,"New York, NY",2025-11-13,,direct_data,yearly,110000.0,140000.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE6016688.htm,https://media.glassdoor.com/sql/6016688/ashby-squarelogo-1647343508944.png,,,,,,,,,,,
gd-1009938718295,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938718295,,Sr. Data Analyst,Synapse Health,,2025-11-13,,direct_data,yearly,110400.0,138000.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE7272362.htm,https://media.glassdoor.com/sql/7272362/synapse-health-squareLogo-1704462283720.png,,,,,,,,,,,
gd-1009938592638,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938592638,,Data Engineer,Ollion,"Austin, TX",2025-11-13,,direct_data,yearly,79371.0,119236.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE9216619.htm,https://media.glassdoor.com/sql/9216619/ollion-squareLogo-1707424745912.png,,,,,,,,,,,
gd-1009938773093,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938773093,,"Operational Excellence, Manager (Remote)",North American Partners in Anesthesia,"Sunrise, FL",2025-11-13,,direct_data,yearly,61174.0,96712.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE445039.htm,https://media.glassdoor.com/sql/445039/north-american-partners-in-anesthesia-squarelogo-1527174758837.png,,,,,,,,,,,
gd-1009938935018,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009938935018,,Head of Growth,Javy Coffee,,2025-11-13,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE6488848.htm,,,,,,,,,,,,
gd-1009937770558,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937770558,,Product Data Analyst - Platforms,WEX Inc.,,2025-11-12,,direct_data,yearly,83000.0,110000.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE3450.htm,https://media.glassdoor.com/sql/3450/wright-express-squarelogo-1371745736232.png,,,,,,,,,,,
gd-1009937429868,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937429868,,Community Network Data Analyst – -Kelsey Seybold Clinic,Kelsey-Seybold Clinic,"Pearland, TX",2025-11-12,,direct_data,yearly,58800.0,105000.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE112438.htm,https://media.glassdoor.com/sql/112438/kelsey-seybold-clinic-squareLogo-1645647938782.png,,,,,,,,,,,
gd-1009936777632,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009936777632,,Strategic Data Analyst & Business Development Specialist,GE Vernova,"Oakbrook Terrace, IL",2025-11-12,,direct_data,yearly,92800.0,154700.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE740889.htm,https://media.glassdoor.com/sql/740889/ge-vernova-squareLogo-1697476789118.png,,,,,,,,,,,
gd-1009937712101,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937712101,,"Data Analyst, Product Finance",Lead Bank,,2025-11-12,,direct_data,yearly,65000.0,119000.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE1176889.htm,https://media.glassdoor.com/sql/1176889/lead-bank-squareLogo-1739227320651.png,,,,,,,,,,,
gd-1009936851651,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009936851651,,Benefits Data Analyst,Tristate Employee Benefit,"Shelton, CT",2025-11-12,,,,,,,False,,,organic,,,,,,,,,,,,,,,,
gd-1009937620820,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937620820,,Business Data Analyst,CORMAC,,2025-11-12,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE441229.htm,https://media.glassdoor.com/sql/441229/cormac-squarelogo-1446012505044.png,,,,,,,,,,,
gd-1009937591406,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937591406,,Financial Data Analyst,Centre College,"Danville, KY",2025-11-12,,direct_data,yearly,48259.0,72955.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE26271.htm,https://media.glassdoor.com/sql/26271/centre-college-squareLogo-1678799200932.png,,,,,,,,,,,
gd-1009937380046,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937380046,,Data Analyst I,Redstone Federal Credit Union,,2025-11-12,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE135728.htm,https://media.glassdoor.com/sql/135728/redstone-federal-credit-union-squareLogo-1745334858684.png,,,,,,,,,,,
gd-1009936751807,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009936751807,,Senior Data Analyst,"Progyny, Inc","New York, NY",2025-11-12,,direct_data,yearly,140000.0,155000.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE1092741.htm,https://media.glassdoor.com/sql/1092741/progyny-squareLogo-1710851430797.png,,,,,,,,,,,
gd-1009937379681,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937379681,,Senior Data Analyst,Redstone Federal Credit Union,,2025-11-12,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE135728.htm,https://media.glassdoor.com/sql/135728/redstone-federal-credit-union-squareLogo-1745334858684.png,,,,,,,,,,,
gd-1009937687582,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937687582,,"Data Analyst 2, Box PIMS-1012/01813","State of New York - Education Department, State","Albany, NY",2025-11-12,,direct_data,yearly,86681.0,109650.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE867735.htm,https://media.glassdoor.com/sql/867735/new-york-state-education-department-squarelogo-1442227448920.png,,,,,,,,,,,
gd-1009937451766,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937451766,,Senior HR Data Analyst,Renesas Electronics,"Austin, TX",2025-11-12,,direct_data,yearly,84729.0,123191.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE16160.htm,https://media.glassdoor.com/sql/16160/renesas-squarelogo.png,,,,,,,,,,,
gd-1009937653711,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937653711,,Head of Data and Analytical Products - Remote,Centro,,2025-11-12,,direct_data,yearly,170000.0,200000.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE881595.htm,https://media.glassdoor.com/sql/881595/central-new-york-regional-transport-authority-squarelogo-1647589435561.png,,,,,,,,,,,
gd-1009937543999,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937543999,,"Manager I, Analytics",Inroads,"Washington, DC",2025-11-12,,direct_data,yearly,85000.0,85000.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE32212.htm,https://media.glassdoor.com/sql/32212/inroads-squarelogo.png,,,,,,,,,,,
gd-1009937296270,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009937296270,,Staff Infrastructure & Automation Engineer,"Guidewire Software, Inc.",,2025-11-12,,direct_data,yearly,166000.0,250000.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE122537.htm,https://media.glassdoor.com/sql/122537/guidewire-squareLogo-1625666126261.png,,,,,,,,,,,
gd-1009936096288,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009936096288,,Data Analyst (People Development Operations),INT9 Solutions,,2025-11-11,,direct_data,hourly,50.0,50.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE2063948.htm,https://media.glassdoor.com/sql/2063948/int9-solutions-squarelogo-1691131882864.png,,,,,,,,,,,
gd-1009936188637,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009936188637,,Data Analyst,Newport ONE,,2025-11-11,,direct_data,yearly,70000.0,95000.0,USD,True,,,organic,,,,,,,,,,,,,,,,
gd-1009936473166,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009936473166,,Provider Network Operations Data Analyst,Amerihealth Caritas,"Detroit, MI",2025-11-11,,direct_data,yearly,58623.0,81283.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE492258.htm,https://media.glassdoor.com/sql/492258/amerihealth-caritas-squarelogo-1384788527373.png,,,,,,,,,,,
gd-1009936369639,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009936369639,,Data Analyst / Data Scientist,"QC Holdings, Inc./LendNation",,2025-11-11,,,,,,,True,,,organic,,,,,,,,,,,,,,,,
gd-1009935732123,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009935732123,,Data Engineer III - REMOTE,E Source,,2025-11-11,,direct_data,yearly,105000.0,120000.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE247219.htm,https://media.glassdoor.com/sql/247219/e-source-squarelogo-1601651621046.png,,,,,,,,,,,
gd-1009936583486,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009936583486,,Senior Healthcare Data Analyst,TapestryHealth,,2025-11-11,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE6391500.htm,https://media.glassdoor.com/sql/6391500/tapestryhealth-squarelogo-1682577363888.png,,,,,,,,,,,
gd-1009936349509,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009936349509,,"Lead Clinical Data Consultant (Part-time, Remote)","Integrity Management Services, Inc.","Alexandria, VA",2025-11-11,,direct_data,yearly,55319.0,86580.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE993029.htm,https://media.glassdoor.com/sql/993029/integrity-management-services-squarelogo-1549563553540.png,,,,,,,,,,,
gd-1009936636049,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009936636049,,[REMOTE] Paid Media Manager,WKND Investments,,2025-11-11,,direct_data,yearly,70000.0,100000.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE10535964.htm,,,,,,,,,,,,
gd-1009936425287,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009936425287,,Senior Analytics & Data Engineer,Serve Robotics,"Los Angeles, CA",2025-11-11,,direct_data,yearly,130000.0,190000.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE6478731.htm,https://media.glassdoor.com/sql/6478731/serve-ca-squarelogo-1682584689194.png,,,,,,,,,,,
gd-1009936644334,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009936644334,,Technical Lead - GCP Data Engineer,Prodapt,"Irving, TX",2025-11-11,,direct_data,yearly,100871.0,132096.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE518979.htm,https://media.glassdoor.com/sql/518979/prodapt-solutions-squarelogo-1427103947570.png,,,,,,,,,,,
gd-1009934815785,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009934815785,,Logistics Data Analyst (Mid Level),WebstaurantStore,"Lititz, PA",2025-11-10,,direct_data,yearly,50650.0,85899.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE827722.htm,https://media.glassdoor.com/sql/827722/webstaurantstore-squareLogo-1724770736015.png,,,,,,,,,,,
gd-1009934996046,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009934996046,,Data Analyst I or II,Obie,,2025-11-10,,direct_data,yearly,67079.0,111799.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE4570444.htm,https://media.glassdoor.com/sql/4570444/obie-squareLogo-1746563764562.png,,,,,,,,,,,
gd-1009934401104,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009934401104,,Data Analyst,ECCLESIASTES INC,,2025-11-10,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE8358304.htm,,,,,,,,,,,,
gd-1009935289687,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009935289687,,Research and Accountability Data Analyst,"Stride, Inc.",,2025-11-10,,direct_data,yearly,76079.0,110000.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE42734.htm,https://media.glassdoor.com/sql/42734/k12-squareLogo-1751052481540.png,,,,,,,,,,,
gd-1009935217414,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009935217414,,AI DATA ANALYST,IntellectFaces,,2025-11-10,,direct_data,yearly,78000.0,120000.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE2026417.htm,https://media.glassdoor.com/sql/2026417/intellectfaces-squarelogo-1559904986351.png,,,,,,,,,,,
gd-1009935057874,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009935057874,,Data Analyst,CMIT,,2025-11-10,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE8707603.htm,https://media.glassdoor.com/sql/8707603/top-rpo-squareLogo-1758126560784.png,,,,,,,,,,,
gd-1009935295680,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009935295680,,Data Analyst - Navy - Secret Required,cFocus Software Incorporated,,2025-11-10,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE1978331.htm,https://media.glassdoor.com/sql/1978331/cfocus-software-squarelogo-1548448545284.png,,,,,,,,,,,
gd-1009935270676,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009935270676,,"Senior Data Analyst, Product Analytics",Mission Lane,"Richmond, VA",2025-11-10,,direct_data,yearly,105500.0,128500.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE2576118.htm,https://media.glassdoor.com/sql/2576118/mission-lane-squarelogo-1582201626829.png,,,,,,,,,,,
gd-1009935059294,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009935059294,,Investment Data Analyst,CMIT,,2025-11-10,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE8707603.htm,https://media.glassdoor.com/sql/8707603/top-rpo-squareLogo-1758126560784.png,,,,,,,,,,,
gd-1009935070718,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009935070718,,Data Analyst III,Local Crafts,"Denver, CO",2025-11-10,,direct_data,yearly,90000.0,110000.0,USD,False,,,organic,,,,,,,,,,,,,,,,
gd-1009935349235,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009935349235,,"Manager, Quality Improvement",Humana,,2025-11-10,,direct_data,yearly,86300.0,118700.0,USD,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE340.htm,https://media.glassdoor.com/sql/340/humana-squareLogo-1647032003453.png,,,,,,,,,,,
gd-1009935295678,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009935295678,,Sr. Data Analyst - Navy - Top Secret/SCI Required,cFocus Software Incorporated,,2025-11-10,,,,,,,True,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE1978331.htm,https://media.glassdoor.com/sql/1978331/cfocus-software-squarelogo-1548448545284.png,,,,,,,,,,,
gd-1009935207959,glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009935207959,,Senior Data Analyst- CMS Assessment & Authorization (A&A),Nextstep Technology Inc,"Windsor Mill, MD",2025-11-10,,direct_data,yearly,130000.0,160000.0,USD,False,,,organic,,,,https://www.glassdoor.com/Overview/W-EI_IE262332.htm,https://media.glassdoor.com/sql/262332/nextstep-technology-squarelogo-1498209137000.png,,,,,,,,,,,
